Asset ID,Work Order,Route,Creation Date,Creation By,Completion Date,Completed By,Reason,Status,Activity,WoDesc,WoComments,
SIG_30469,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Replace curve signs in this area.,24. Replace Chevron (Left) sign.,
SIG_30470,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Replace curve signs in this area.,23. Replace Chevron (Right) sign.,
SIG_30471,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Replace curve signs in this area.,22. Replace Chevron (Left) sign.,
SIG_30472,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Replace curve signs in this area.,21. Replace Chevron (Right) sign.,
SIG_30473,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Replace curve signs in this area.,20. Replace Chevron (Left) sign.,
SIG_30474,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Replace curve signs in this area.,19. Replace Chevron (Right) sign.,
SIG_30475,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Replace curve signs in this area.,18. Replace Chevron (Left) sign.,
SIG_30477,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Replace curve signs in this area.,16. Replace Chevron (Left) sign.,
SIG_30480,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Repalce curve signs in this area.,11. Replace Chevron (Left) sign.,
SIG_30482,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Repalce curve signs in this area.,15. Replace Chevron (Right) sign.,
SIG_30483,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Repalce curve signs in this area.,14. Replace Chevron (Left) sign.,
SIG_30485,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Repalce curve signs in this area.,12. Replace Chevron (Left) sign.,
SIG_30489,WH23,Hickory Ridge Rd,6/26/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_30490,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Repalce curve signs in this area.,8. Replace Arrow (Right) sign.,
SIG_30494,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Repalce curve signs in this area.,10. Replace Chevron (Right) sign.,
SIG_30495,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Repalce curve signs in this area.,9. Replace Chevron (Left) sign.,
SIG_30496,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Repalce curve signs in this area.,7. Replace Arrow (Right) sign.,
SIG_30497,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Repalce curve signs in this area.,4. Replace Chevron (Right) sign.,
SIG_30498,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Repalce curve signs in this area.,5. Replace Chevron (Left) sign.,
SIG_30503,20210709MB1,Hickory Ridge Rd,7/12/2021,Mbachman1,,,Reflectivity,Open,Replace,Repalce curve signs in this area.,1. Replace Reverse Curve (Right) sign.,
SIG_30741,20181115,Dutton Rd,11/15/2018,Jboggess,,,Required Installation,Open,New,SIGN 1 - INSTALL W2-1 "CROSS ROAD" SIGN & POSTS,,
SIG_30843,AndyRem,Hiller Rd,7/18/2023,Abates1,,,InventoryAdj,Open,Retire,This work is to remove unnecessary or incorrect use of signs,This work will not have dwgs and will be done entirely through RSAM,
SIG_31014,WH23,Hixon Rd,8/1/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31015,WH23,Hixon Rd,8/1/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31018,WH23,Hixon Road,8/1/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31161,WH23,Holdridge Rd,6/29/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31593,WH23,Honert Rd,7/19/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31638,WH23,Horton Rd,6/16/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31639,WH23,Horton Rd,6/16/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31643,WH23,Horton Rd,6/16/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31648,,Hosner Rd,5/26/2021,Jboggess1,,,Reflectivity,Open,Replace,SIGN 1 - REPLACE W3-1 "STOP AHEAD" SIGN & POST,,
SIG_31651,WH23,Hosner Rd,6/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31671,WH23,Hosner Rd,6/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31672,WH23,Hosner Rd,6/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31674,WH23,Hosner Rd,6/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31682,,Hosner Rd,5/26/2021,Jboggess1,,,Reflectivity,Open,Replace,SIGN 1 - REPLACE W14-2B-30 "ROAD ENDS" SIGN & POST,,
SIG_31683,,Hosner Rd,5/26/2021,Jboggess1,,,Reflectivity,Open,Replace,SIGN 1 - REPLACE ER-1-24 "END OF ROAD MARKER" SIGN,,
SIG_31685,,Hosner Rd,5/26/2021,Jboggess1,,,Reflectivity,Open,Replace,SIGN 2 - REPLACE W14-2B-30 "ROAD ENDS" SIGN & POST,,
SIG_31686,,Hosner Rd,5/26/2021,Jboggess1,,,Reflectivity,Open,Replace,SIGN 2 - REPLACE ER-1-24 "END OF ROAD MARKER" SIGN,,
SIG_31687,,Hosner Rd,5/26/2021,Jboggess1,,,Reflectivity,Open,Replace,SIGN 1 - REPLACE W14-1-30 "DEAD END" SIGN & POST,,
SIG_31692,,Hosner Rd,5/26/2021,Jboggess1,,,Reflectivity,Open,Replace,SIGN 1 - REPLACE W14-1-30 "DEAD END" SIGN & POST,,
SIG_31693,,Hosner Rd,5/26/2021,Jboggess1,,,Reflectivity,Open,Replace,SIGN 2 - REPLACE W14-2B-30 "ROAD ENDS" SIGN & POST,,
SIG_31694,,Hosner Rd,5/26/2021,Jboggess1,,,Reflectivity,Open,Replace,SIGN 2 - REPLACE ER-1-24 "END OF ROAD MARKER" SIGN,,
SIG_31700,WH23,Hosner Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31705,WH23,Hosner Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31706,WH23,Hosner Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31714,WH23,Hosner Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31843,WH23,Houser Rd,6/22/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31844,WH23,Houser Rd,6/22/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31862,20191002,Hubbard Rd,10/2/2019,Mbachman,10/16/2019,,InventoryAdj,Open,Replace,School Zone Work. ,1. Repalce AHEAD plaque (SYG) sign. Not marked. TYSON/HAMILTON/RODRIGUEZ,
SIG_31868,20191002,Hubbard Rd,10/2/2019,Mbachman,,,InventoryAdj,Open,Replace,School Zone Work. ,2. Repalce Dia Arrow (SYG) sign. Not marked.,
SIG_31877,WH23,Hummer Lake Rd,7/26/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31878,WH23,Hummer Lake Rd,7/26/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31879,WH23,Hummer Lake Rd,7/26/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31880,WH23,Hummer Lake Rd,7/26/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31881,WH23,Hummer Lake Rd,7/26/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31882,WH23,Hummer Lake Rd,7/26/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31883,WH23,Hummer Lake Rd,7/26/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31884,WH23,Hummer Lake Rd,7/26/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31888,WH23,Hummer Lake Rd,7/26/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31889,WH23,Hummer Lake Rd,7/26/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31889,WH23,Hummer Lake Rd,7/26/2023,WHerman1,,,Obstruction,Open,Replace,,Trees blocking sign,
SIG_31890,WH23,Hummer Lake Rd,7/26/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31891,WH23,Hummer Lake Rd,7/26/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31895,WH23,Hummer Lake Rd,7/21/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31916,WH23,Hummer Lake Rd,7/19/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31917,WH23,Hummer Lake Rd,7/19/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31925,WH23,Hummer Lake Rd,7/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31926,WH23,Hummer Lake Rd,7/10/2023,Abates1,,,Dirt,Open,RemoveGraffiti,,,
SIG_31933,WH23,Hummer Lake Rd,7/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31934,WH23,Hummer Lake Rd,7/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31935,WH23,Hummer Lake Rd,7/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31938,WH23,Hummer Lake Rd,7/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31939,WH23,Hummer Lake Rd,7/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31940,WH23,Hummer Lake Rd,7/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31941,WH23,Hummer Lake Rd,7/17/2023,WHerman1,,,Missing,Open,Replace,,Missing need to find out how many miles to use om this plaque,
SIG_31942,WH23,Hummer Lake Rd,7/14/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31953,WH23,Grange,7/14/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31954,WH23,Hurd Rd,7/14/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31956,WH23,Hurd Rd,7/14/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31957,WH23,Hurd Rd,7/14/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31966,WH23,Hurd Rd,7/14/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31969,WH23,Hurd Rd,7/14/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31970,WH23,Hurd Rd,7/14/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31981,WH23,Hurd Rd,7/14/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31984,WH23,Hurd Rd,7/14/2023,WHerman1,,,Missing,Open,Replace,,Missing,
SIG_31988,WH23,Hurd Rd,7/14/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_31989,WH23,Hurd Rd,7/14/2023,WHerman1,,,Missing,Open,Replace,,Missing,
SIG_32330,WH23,Indian Lake Rd,8/8/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32334,WH23,Indian Lake Rd,8/8/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32335,WH23,Indian Lake Rd,8/8/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32343,WH23,Indian Lake Rd,8/8/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32344,WH23,Indian Lake Rd,8/8/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32346,WH23,Indian Lake Rd,8/8/2023,WHerman1,,,Other,Open,Replace,,Bent,
SIG_32347,WH23,Indian Lake Rd,8/8/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32359,WH23,Indian Lake Rd,8/8/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32360,WH23,Indian Lake Rd,8/8/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32361,WH23,Indian Lake Rd,8/8/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32362,WH23,Indian Lake Rd,8/8/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32368,WH23,Indian Lake Rd,8/8/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32372,,Indian Lake Rd,6/4/2021,Jboggess1,,,Reflectivity,Open,Replace,SIGN 1 - REPLACE W-100 "HIDDEN DRIVEWAYS" SIGN & POST,,
SIG_32373,,Indian Lake Rd,6/4/2021,Jboggess1,,,Reflectivity,Open,Replace,SIGN 1 - REPLACE W7-3a "NEXT 2 MILES" SIGN,,
SIG_32386,WH23,Indian Lake Rd,6/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32387,WH23,Indian Lake Rd,6/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32388,WH23,Indian Lake Rd,6/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32391,WH23,Indian Lake Rd,6/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32392,WH23,Indian Lake Rd,6/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32393,WH23,Indian Lake Rd,6/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_32396,WH23,Indian Lake Rd,6/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_32398,WH23,Indian Lake Rd,6/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_32400,WH23,Indian Lake Rd,6/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_32429,WH23,Indian Lake Rd,6/7/2023,Jboggess1,,,Reflectivity,Open,Replace,SIGN 1 - REPLACE D7-7 "NATURAL BEAUTY ROAD" SIGN & POST ,Poison Ivy,
SIG_32430,WH23,Indian Lake Rd,6/7/2023,Jboggess1,,,Reflectivity,Open,Replace,SIGN 1 - REPLACE D7-7A "NEXT 2 MILES" SIGN,Poison Ivy,
SIG_32451,WH23,Inkster Rd,6/8/2023,Rlipinski1,,,Other,Open,Inspect,,,
SIG_32457,20230307RL1,Inkster Rd,3/8/2023,Rlipinski1,,,InventoryAdj,Open,Retire,Remove Hidden Intersection sign and posts,,
SIG_324843,,Maybee Road,2/29/2024,Rwilliams1,,,InventoryAdj,Open,Retire,,,
SIG_324844,,Maybee Road,2/29/2024,Rwilliams1,,,InventoryAdj,Open,Retire,,,
SIG_324845,,Maybee Road,2/29/2024,Rwilliams1,,,InventoryAdj,Open,Retire,,,
SIG_325245,,Maybee Road,2/29/2024,Rwilliams1,,,InventoryAdj,Open,Retire,,,
SIG_32541,WH23,Inkster Rd,6/8/2023,Rlipinski1,,,InventoryAdj,Open,Inspect,,,
SIG_32542,WH23,Inkster Rd,6/8/2023,Rlipinski1,,,Other,Open,Inspect,,,
SIG_32584,240209RW1,Inkster Rd,2/9/2024,Rwilliams1,,,Reflectivity,Open,Replace,,,
SIG_32972,BrentRTO,John R Rd,7/18/2023,Bhollady1,,,InventoryAdj,Open,Retire,This sign is redundant and can be retired.  ,,
SIG_33244,20211102AW2,John R Rd,11/3/2021,Awilfong1,,,Other,Open,Retire,Installing Adopt a road signs,Remove Center turn sign,
SIG_33245,20211102AW2,John R Rd,11/3/2021,Awilfong1,,,Other,Open,Retire,Installing Adopt a road signs,Remove No Parking sign,
SIG_33278,20211102AW2,John R Rd,11/3/2021,Awilfong1,,,Other,Open,Retire,Removing old dedication plaque,,
SIG_33441,WH23,Joslyn Rd,6/15/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_33442,WH23,Joslyn Rd,6/15/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_33579,WH23,Joslyn Rd,6/15/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_33585,,Joslyn Rd,1/6/2021,Jboggess1,,,Reflectivity,Open,Replace,SIGN 1 - REPLACE D3-2 (MOD) "Brown Rd / EAST / KEEP RIGHT" SIGN & POSTS (SUP_15032),,
SIG_338385,X00089,W.B. Ten Mile Rd,8/25/2022,Awilfong1,,,Required Installation,Open,New,Install R4-5 MOD sign "Trucks turn left at signal",,
SIG_33892,20181102,Joslyn Rd,11/2/2018,Jboggess,,,Obstruction,Open,ClearObstruction,JOSLYN ROAD (NB) AT OLD POST COURT INTERSECTION CLEAR BRUSH/VEGETATION ON THE E. SIDE OF THE RD THAT BLOCKS VIEW OF STOP SIGN WHEN APPROACHIG,,
SIG_33922,20181102,Joslyn Rd,11/2/2018,Jboggess,,,Obstruction,Open,ClearObstruction,JOSLYN ROAD (SB) AT HEIGHTS ROAD INTERSECTION CLEAR BRUSH/VEGETATION ON THE W. SIDE OF THE RD THAT BLOCKS VIEW OF STOP SIGN WHEN APPROACHING.,,
SIG_33929,20181102,Joslyn Rd,11/2/2018,Jboggess,,,Obstruction,Open,ClearObstruction,Joslyn Road (SB) in advance of the Heights Rd intersection clear brush/vegetation on the w. side of the road that blocks view of Stop Ahead sign when approaching.,,
SIG_33953,WH23,Jossman Rd,6/21/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_33979,WH23,Jossman Rd,6/20/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_33989,WH23,Jossman Rd,6/20/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_34019,WH23,Jossman Rd,6/16/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_34020,WH23,Jossman Rd,6/16/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_34156,230731RL1,Kensington Rd,7/31/2023,Rlipinski1,,,InventoryAdj,Open,Replace,Replace sign.,,
SIG_34301,WH23,Kern Rd,8/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_34302,WH23,Kern Rd,8/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_34345,WH23,Kline Rd,7/31/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_34403,20230519RL1,Klingensmith Rd,5/19/2023,Rlipinski1,,,Reflectivity,Open,Replace,Replace sign,,
SIG_34413,WH23,Kurtz Rd,6/27/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_34416,WH23,Kurtz Rd,6/27/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_344162,,Delano Road,9/7/2022,Jboggess1,,,Required Installation,Open,New,SIGN 4 - INSTALL I100 NBR "NATURAL BEAUTY ROAD" SIGN & POST,,
SIG_34421,WH23,Kurtz Rd,6/27/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_34430,WH23,Kurtz Rd,6/27/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_34434,WH23,Kurtz Rd,6/30/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_344577,,Delano Road,9/7/2022,Jboggess1,,,Required Installation,Open,New,SIGN 1 - INSTALL I100 NBR "NATURAL BEAUTY ROAD" SIGN & POST,,
SIG_34492,WH23,Lahring Rd,6/28/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_34500,WH23,Lahring Rd,6/28/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_34514,WH23,Lahring Rd,6/28/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_34515,WH23,Lahring Rd,6/28/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_34519,WH23,Lahring Rd,6/28/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_34530,WH23,Lahring Rd,6/28/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_34612,20230410RL1,Lahser Rd ,4/12/2023,Rlipinski1,,,InventoryAdj,Open,Retire,Remove Sign/Posts,,
SIG_3465,20230504RL2,10 Mile Rd,5/4/2023,Rlipinski1,,,InventoryAdj,Open,Retire,Remove no parking sign.,,
SIG_35244,WH23,Lakeville Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_35245,WH23,Lakeville Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_35375,WH23,Lakeville Rd,6/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_35494,WH23,Leece Rd,7/21/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_35498,WH23,Leece Rd,7/21/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_35499,WH23,Leece Rd,7/21/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_35512,WH23,Leonard Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_35538,WH23,Leonard Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_35771,20210615AW3,Livernois Rd,6/17/2021,Awilfong1,,,Reflectivity,Open,Replace,Replacing warning signs and posts,,
SIG_35772,20210615AW3,Livernois Rd,6/17/2021,Awilfong1,,,Reflectivity,Open,Replace,Replacing warning signs and posts,,
SIG_35828,20210615AW3,Livernois Rd,6/17/2021,Awilfong1,,,Reflectivity,Open,Replace,Replacing warning signs and posts,,
SIG_35829,20210615AW3,Livernois Rd,6/17/2021,Awilfong1,,,Reflectivity,Open,Replace,Replacing warning signs and posts,,
SIG_35937,20220110AW1,Livernois Rd,1/10/2022,Awilfong1,,,Reflectivity,Open,Replace,Installing missing Adopt a road signs,,
SIG_360318,20220927DS1,Lochaven Road,10/7/2022,Dschimmel1,,,InventoryAdj,Open,New,Please install on post,,
SIG_360326,20220927DS1,Lochaven Road,10/7/2022,Dschimmel1,,,InventoryAdj,Open,New,Please install on post,,
SIG_360716,20220927DS1,Lochaven Road,10/7/2022,Dschimmel1,,,InventoryAdj,Open,New,Please install on post,,
SIG_360718,20220927DS1,Lochaven Road,10/7/2022,Dschimmel1,,,InventoryAdj,Open,New,Please install on post,,
SIG_360721,20220927DS1,Lochaven Road,10/7/2022,Dschimmel1,,,InventoryAdj,Open,New,Please install on post,,
SIG_360726,20220927DS1,Lochaven Road,10/7/2022,Dschimmel1,,,InventoryAdj,Open,New,Please install on post,,
SIG_360727,20220927DS1,Lochaven Road,10/7/2022,Dschimmel1,,,InventoryAdj,Open,New,Please install on post,,
SIG_36432,WH23,Livernois Rd,8/3/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36433,WH23,Livernois Rd,8/3/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36437,WH23,Livernois Rd,8/3/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36438,WH23,Livernois Rd,8/3/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36439,WH23,Livernois Rd,8/3/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36440,WH23,Livernois Rd,8/3/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36441,WH23,Livernois Rd,8/3/2023,WHerman1,,,Missing,Open,Replace,,Missing,
SIG_36442,WH23,Livernois Rd,8/3/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36444,WH23,Livernois Rd,8/3/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_3661,BrentNTOR,10 Mile Rd,7/18/2023,Bhollady1,,,InventoryAdj,Open,Retire,This is not the proper sign for NTOR Per FHWA,,
SIG_36616,WH23,Lake Angelus Rd,6/15/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_36617,WH23,Lake Angelus Rd,6/15/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_36618,WH23,Lake Angelus Rd,6/15/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36623,WH23,Lake Angelus Rd,6/15/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36635,WH23,Lake Angelus Rd,6/15/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36640,WH23,Lake Angelus Rd,6/15/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36679,WH23,Lake George Rd,8/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36680,WH23,Lake George Rd,8/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36704,WH23,Lake George Rd,8/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36706,WH23,Lake George Rd,8/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36707,WH23,Lake George Rd,8/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36722,WH23,Lake George Rd,6/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36723,WH23,Lake George Rd,6/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36725,WH23,Lake George Rd,6/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36726,WH23,Lake George Rd,6/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36727,WH23,Lake George Rd,6/9/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36729,WH23,Lake George Rd,6/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36730,WH23,Lake George Rd,6/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36731,WH23,Lake George Rd,6/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,Replace with 30 x 30,
SIG_36763,WH23,Lake George Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36764,WH23,Lake George Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36765,WH23,Lake George Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36767,WH23,Lake George Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36768,WH23,Lake George Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36769,WH23,Lake George Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36784,WH23,Lake George Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36801,WH23,Lake George Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36805,WH23,Lake George Rd,6/12/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_36956,WH23,Lockwood Rd,7/14/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_370797,20221005DS1,Chipman Dr,11/2/2022,Dschimmel1,,,InventoryAdj,Open,Retire,Please remove sign/post,,
SIG_37187,20230302RL5,Lonepine Rd,3/2/2023,Rlipinski1,,,InventoryAdj,Open,Retire,Remove signs.,,
SIG_37188,20230302RL5,Lonepine Rd,3/2/2023,Rlipinski1,,,InventoryAdj,Open,Retire,Remove signs.,,
SIG_375887,,Walton blvd,11/14/2022,Dschimmel1,,,Other,Open,Other,,Erect and salvage for walton,
SIG_37619,57023,Eastways,12/14/2023,Rlipinski1,,,Constrctn,Open,Retire,To be removed during construction project 57023 in 2024.,,
SIG_37794,57023,Long Lake Rd,12/14/2023,Rlipinski1,,,Constrctn,Open,Replace,To be replaced during construction project 57023 in 2024.,,
